corpus,document,doc_type,tier,field,field_type,predicted_value,truth_value,grounding_score,extraction_score,correct,min_score
generated,statement_04,statement,t0,transactions[].balance,money,66110.61,66110.61,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].date,date,2026-07-09,2026-07-09,0.97,0.97,True,0.97
generated,statement_04,statement,t0,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].amount,money,-35.58,-35.58,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].balance,money,66075.03,66075.03,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].date,date,2026-07-13,2026-07-13,0.97,0.97,True,0.97
generated,statement_04,statement,t0,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].amount,money,-16.63,-16.63,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].balance,money,66058.40,66058.40,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].date,date,2026-07-21,2026-07-21,0.97,0.97,True,0.97
generated,statement_04,statement,t0,transactions[].description,text,SALARY PAYMENT RUN 08,SALARY PAYMENT RUN 08,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].amount,money,-17927.60,-17927.60,0.998,0.998,True,0.998
generated,statement_04,statement,t0,transactions[].balance,money,48130.80,48130.80,0.998,0.998,True,0.998
generated,statement_04,statement,t1,bank_name,text,Northbank Commercial,Northbank Commercial,0.998,0.998,True,0.998
generated,statement_04,statement,t1,account_holder,text,Northwind Capital LLC,Northwind Capital LLC,0.998,0.998,True,0.998
generated,statement_04,statement,t1,account_number,id,85-49504-184,85-49504-184,0.998,0.998,True,0.998
generated,statement_04,statement,t1,currency,code,GBP,GBP,0.998,0.998,True,0.998
generated,statement_04,statement,t1,statement_period_start,date,2026-07-01,2026-07-01,0.96,0.992,True,0.96
generated,statement_04,statement,t1,statement_period_end,date,2026-07-31,2026-07-31,0.96,0.992,True,0.96
generated,statement_04,statement,t1,opening_balance,money,67434.51,67434.51,0.997,0.997,True,0.997
generated,statement_04,statement,t1,closing_balance,money,48130.80,48130.80,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].date,date,2026-07-03,2026-07-03,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,CARD PURCHASE 4412 STAPLES,CARD PURCHASE 4412 STAPLES,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-116.30,-116.30,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,67318.21,67318.21,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-05,2026-07-05,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,BACS CREDIT MERIDIAN PRINT,BACS CREDIT MERIDIAN PRINT,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,1253.15,1253.15,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,68571.36,68571.36,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-06,2026-07-06,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-2419.01,-2419.01,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,66152.35,66152.35,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-07,2026-07-07,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,CARD PURCHASE 4412 AMAZON,CARD PURCHASE 4412 AMAZON,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-41.74,-41.74,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,66110.61,66110.61,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-09,2026-07-09,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-35.58,-35.58,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,66075.03,66075.03,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-13,2026-07-13,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-16.63,-16.63,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,66058.40,66058.40,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].date,date,2026-07-21,2026-07-21,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].description,text,SALARY PAYMENT RUN 08,SALARY PAYMENT RUN 08,0.997,0.997,True,0.997
generated,statement_04,statement,t1,transactions[].amount,money,-17927.60,-17927.60,0.996,0.996,True,0.996
generated,statement_04,statement,t1,transactions[].balance,money,48130.80,48130.80,0.997,0.997,True,0.997
generated,statement_04,statement,t2,bank_name,text,Northbank Commercial,Northbank Commercial,0.98,0.98,True,0.98
generated,statement_04,statement,t2,account_holder,text,Northwind Capital LLC,Northwind Capital LLC,0.94,0.94,True,0.94
generated,statement_04,statement,t2,account_number,id,85-49504-184,85-49504-184,0.62,0.62,True,0.62
generated,statement_04,statement,t2,currency,code,GBP,GBP,0.9,0.93,True,0.9
generated,statement_04,statement,t2,statement_period_start,date,2026-07-01,2026-07-01,0.72,0.76,True,0.72
generated,statement_04,statement,t2,statement_period_end,date,2026-07-31,2026-07-31,0.72,0.76,True,0.72
generated,statement_04,statement,t2,opening_balance,money,67434.51,67434.51,0.74,0.78,True,0.74
generated,statement_04,statement,t2,closing_balance,money,48130.80,48130.80,0.82,0.86,True,0.82
generated,statement_04,statement,t2,transactions[].date,date,2026-07-03,2026-07-03,0.68,0.72,True,0.68
generated,statement_04,statement,t2,transactions[].description,text,CARD PURCHASE 4412 STAPLES,CARD PURCHASE 4412 STAPLES,0.76,0.8,True,0.76
generated,statement_04,statement,t2,transactions[].amount,money,-116.30,-116.30,0.64,0.68,True,0.64
generated,statement_04,statement,t2,transactions[].balance,money,67318.21,67318.21,0.66,0.7,True,0.66
generated,statement_04,statement,t2,transactions[].date,date,2026-07-05,2026-07-05,0.6,0.66,True,0.6
generated,statement_04,statement,t2,transactions[].description,text,BACS CREDIT MERIDIAN PRINT,BACS CREDIT MERIDIAN PRINT,0.34,0.3,True,0.3
generated,statement_04,statement,t2,transactions[].amount,money,1253.15,1253.15,0.55,0.6,True,0.55
generated,statement_04,statement,t2,transactions[].balance,money,68571.36,68571.36,0.6,0.64,True,0.6
generated,statement_04,statement,t2,transactions[].date,date,2026-07-06,2026-07-06,0.58,0.64,True,0.58
generated,statement_04,statement,t2,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.74,0.78,True,0.74
generated,statement_04,statement,t2,transactions[].amount,money,-2419.01,-2419.01,0.58,0.62,True,0.58
generated,statement_04,statement,t2,transactions[].balance,money,66152.35,66152.35,0.62,0.66,True,0.62
generated,statement_04,statement,t2,transactions[].date,date,2026-07-07,2026-07-07,0.58,0.62,True,0.58
generated,statement_04,statement,t2,transactions[].description,text,CARD PURCHASE 4412 AMAZON,CARD PURCHASE 4412 AMAZON,0.76,0.8,True,0.76
generated,statement_04,statement,t2,transactions[].amount,money,-41.74,-41.74,0.56,0.6,True,0.56
generated,statement_04,statement,t2,transactions[].balance,money,66110.61,66110.61,0.6,0.64,True,0.6
generated,statement_04,statement,t2,transactions[].date,date,2026-07-09,2026-07-09,0.56,0.6,True,0.56
generated,statement_04,statement,t2,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.74,0.78,True,0.74
generated,statement_04,statement,t2,transactions[].amount,money,-35.58,-35.58,0.54,0.58,True,0.54
generated,statement_04,statement,t2,transactions[].balance,money,66075.03,66075.03,0.58,0.62,True,0.58
generated,statement_04,statement,t2,transactions[].date,date,2026-07-13,2026-07-13,0.56,0.6,True,0.56
generated,statement_04,statement,t2,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.78,0.82,True,0.78
generated,statement_04,statement,t2,transactions[].amount,money,-16.63,-16.63,0.52,0.56,True,0.52
generated,statement_04,statement,t2,transactions[].balance,money,66058.40,66058.40,0.56,0.6,True,0.56
generated,statement_04,statement,t2,transactions[].date,date,2026-07-21,2026-07-21,0.56,0.6,True,0.56
generated,statement_04,statement,t2,transactions[].description,text,SALARY PAYMENT RUN 08,SALARY PAYMENT RUN 08,0.8,0.84,True,0.8
generated,statement_04,statement,t2,transactions[].amount,money,-17927.60,-17927.60,0.66,0.7,True,0.66
generated,statement_04,statement,t2,transactions[].balance,money,48130.80,48130.80,0.82,0.86,True,0.82
generated,statement_04,statement,t3,bank_name,text,Northbank Commercial,Northbank Commercial,0.97,0.98,True,0.97
generated,statement_04,statement,t3,account_holder,text,Northwind Capital LLC,Northwind Capital LLC,0.86,0.88,True,0.86
generated,statement_04,statement,t3,account_number,id,85-48504-164,85-49504-184,0.22,0.18,False,0.18
generated,statement_04,statement,t3,currency,code,GBP,GBP,0.83,0.9,True,0.83
generated,statement_04,statement,t3,statement_period_start,date,2026-07-01,2026-07-01,0.58,0.55,True,0.55
generated,statement_04,statement,t3,statement_period_end,date,2026-07-31,2026-07-31,0.58,0.55,True,0.55
generated,statement_04,statement,t3,opening_balance,money,87434.51,67434.51,0.3,0.22,False,0.22
generated,statement_04,statement,t3,closing_balance,money,48130.80,48130.80,0.9,0.93,True,0.9
generated,statement_04,statement,t3,transactions[].date,date,2026-07-03,2026-07-03,0.67,0.64,True,0.64
generated,statement_04,statement,t3,transactions[].description,text,CARD PURCHASE 4412 STAPLES,CARD PURCHASE 4412 STAPLES,0.83,0.88,True,0.83
generated,statement_04,statement,t3,transactions[].amount,money,-116.30,-116.30,0.82,0.9,True,0.82
generated,statement_04,statement,t3,transactions[].balance,money,87318.21,67318.21,0.73,0.78,False,0.73
generated,statement_04,statement,t3,transactions[].date,date,2026-07-05,2026-07-05,0.64,0.61,True,0.61
generated,statement_04,statement,t3,transactions[].description,text,BACS CREDIT MERIDIAN PRINT,BACS CREDIT MERIDIAN PRINT,0.77,0.82,True,0.77
generated,statement_04,statement,t3,transactions[].amount,money,1253.15,1253.15,0.48,0.42,True,0.42
generated,statement_04,statement,t3,transactions[].balance,money,88571.36,68571.36,0.44,0.4,False,0.4
generated,statement_04,statement,t3,transactions[].date,date,2026-07-06,2026-07-06,0.62,0.6,True,0.6
generated,statement_04,statement,t3,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.74,0.8,True,0.74
generated,statement_04,statement,t3,transactions[].amount,money,-2419.00,-2419.01,0.2,0.15,False,0.15
generated,statement_04,statement,t3,transactions[].balance,money,86152.36,66152.35,0.18,0.14,False,0.14
generated,statement_04,statement,t3,transactions[].date,date,2026-07-07,2026-07-07,0.6,0.58,True,0.58
generated,statement_04,statement,t3,transactions[].description,text,CARD PURCHASE 4412 AMAZON,CARD PURCHASE 4412 AMAZON,0.8,0.86,True,0.8
generated,statement_04,statement,t3,transactions[].amount,money,-41.55,-41.74,0.18,0.14,False,0.14
generated,statement_04,statement,t3,transactions[].balance,money,86110.81,66110.61,0.16,0.12,False,0.12
generated,statement_04,statement,t3,transactions[].date,date,2026-07-08,2026-07-09,0.58,0.56,False,0.56
generated,statement_04,statement,t3,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.77,0.83,True,0.77
generated,statement_04,statement,t3,transactions[].amount,money,-31.81,-35.58,0.16,0.12,False,0.12
generated,statement_04,statement,t3,transactions[].balance,money,86079.00,66075.03,0.14,0.1,False,0.1
generated,statement_04,statement,t3,transactions[].date,date,2026-07-13,2026-07-13,0.54,0.52,True,0.52
generated,statement_04,statement,t3,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.68,0.74,True,0.68
generated,statement_04,statement,t3,transactions[].amount,money,-22.60,-16.63,0.12,0.09,False,0.09
generated,statement_04,statement,t3,transactions[].balance,money,86056.40,66058.40,0.12,0.09,False,0.09
generated,statement_04,statement,t3,transactions[].date,date,2026-07-21,2026-07-21,0.5,0.48,True,0.48
generated,statement_04,statement,t3,transactions[].description,text,SALARY PAYMENT RUN 06,SALARY PAYMENT RUN 08,0.72,0.79,False,0.72
generated,statement_04,statement,t3,transactions[].amount,money,-37925.60,-17927.60,0.22,0.18,False,0.18
generated,statement_04,statement,t3,transactions[].balance,money,48130.80,48130.80,0.9,0.93,True,0.9
cord,receipt_000,receipt,real,subtotal_price,money,60.000,60.000,0.96,0.95,True,0.95
cord,receipt_000,receipt,real,tax_price,money,5.455,5.455,0.97,0.97,True,0.97
cord,receipt_000,receipt,real,total_price,money,60.000,60.000,0.98,0.86,True,0.86
cord,receipt_000,receipt,real,credit_card_price,money,60.000,60.000,0.96,0.97,True,0.96
cord,receipt_000,receipt,real,line_items[].name,text,901016 -TICKET CP,-TICKET CP,0.95,0.95,False,0.95
cord,receipt_000,receipt,real,line_items[].quantity,number,2,2,0.93,0.88,True,0.88
cord,receipt_000,receipt,real,line_items[].price,money,60.000,60.000,0.96,0.72,True,0.72
cord,receipt_001,receipt,real,total_price,money,91000,91000,0.98,0.98,True,0.98
cord,receipt_001,receipt,real,cash_price,money,91000,91000,0.98,0.98,True,0.98
cord,receipt_001,receipt,real,line_items[].name,text,J.STB PROMO,J.STB PROMO,0.95,0.95,True,0.95
cord,receipt_001,receipt,real,line_items[].price,money,17500,17500,0.97,0.97,True,0.97
cord,receipt_001,receipt,real,line_items[].name,text,Y.B.BAT,Y.B.BAT,0.95,0.95,True,0.95
cord,receipt_001,receipt,real,line_items[].price,money,46000,46000,0.98,0.98,True,0.98
cord,receipt_001,receipt,real,line_items[].name,text,Y.BASO PROM,Y.BASO PROM,0.7,0.7,True,0.7
cord,receipt_001,receipt,real,line_items[].price,money,27500,27500,0.97,0.97,True,0.97
cord,receipt_002,receipt,real,subtotal_price,money,"28,000","28,000",0.97,0.98,True,0.97
cord,receipt_002,receipt,real,total_price,money,"28,000","28,000",0.97,0.98,True,0.97
cord,receipt_002,receipt,real,cash_price,money,"100,000","100,000",0.98,0.98,True,0.98
cord,receipt_002,receipt,real,change_price,money,"72,000","72,000",0.98,0.98,True,0.98
cord,receipt_002,receipt,real,line_items[].name,text,JASMINE MT ( L ),JASMINE MT ( L ),0.72,0.68,True,0.68
cord,receipt_002,receipt,real,line_items[].quantity,number,1,1,0.96,0.8,True,0.8
cord,receipt_002,receipt,real,line_items[].price,money,"24,000","24,000",0.97,0.95,True,0.95
cord,receipt_002,receipt,real,line_items[].name,text,COCONUT JELLY ( L ),COCONUT JELLY ( L ),0.78,0.78,True,0.78
cord,receipt_002,receipt,real,line_items[].price,money,"4,000","4,000",0.97,0.95,True,0.95
cord,receipt_003,receipt,real,subtotal_price,money,"11,000","11,000",0.98,0.98,True,0.98
cord,receipt_003,receipt,real,total_price,money,"11,000","11,000",0.98,0.98,True,0.98
cord,receipt_003,receipt,real,cash_price,money,"11,000","11,000",0.98,0.98,True,0.98
cord,receipt_003,receipt,real,line_items[].name,text,DONAT GULA,DONAT GULA,0.99,0.99,True,0.99
cord,receipt_003,receipt,real,line_items[].quantity,number,1,1X,0.98,0.98,True,0.98
cord,receipt_003,receipt,real,line_items[].unit_price,money,11000,@11000,0.97,0.96,True,0.96
cord,receipt_003,receipt,real,line_items[].price,money,"11,000","11,000",0.98,0.98,True,0.98
cord,receipt_004,receipt,real,subtotal_price,money,"194,000","194,000",0.96,0.97,True,0.96
cord,receipt_004,receipt,real,total_price,money,"174,600","174,600",0.96,0.97,True,0.96
cord,receipt_004,receipt,real,cash_price,money,"200,000","200,000",0.96,0.97,True,0.96
cord,receipt_004,receipt,real,change_price,money,"25,400","25,400",0.32,0.2,True,0.2
cord,receipt_004,receipt,real,line_items[].name,text,ICE BLACKCOFFE,ICE BLACKCOFFE,0.7,0.62,True,0.62
cord,receipt_004,receipt,real,line_items[].quantity,number,2,2,0.9,0.95,True,0.9
cord,receipt_004,receipt,real,line_items[].price,money,"82,000","82,000",0.94,0.95,True,0.94
cord,receipt_004,receipt,real,line_items[].name,text,AVOCADO COFFEE,AVOCADO COFFEE,0.95,0.96,True,0.95
cord,receipt_004,receipt,real,line_items[].quantity,number,1,1,0.94,0.96,True,0.94
cord,receipt_004,receipt,real,line_items[].price,money,"61,000","61,000",0.95,0.96,True,0.95
cord,receipt_004,receipt,real,line_items[].name,text,CHIKEN KATSU FF,CHIKEN KATSU FF,0.73,0.66,True,0.66
cord,receipt_004,receipt,real,line_items[].quantity,number,1,1,0.94,0.96,True,0.94
cord,receipt_004,receipt,real,line_items[].price,money,"51,000","51,000",0.93,0.95,True,0.93
cord,receipt_005,receipt,real,subtotal_price,money,28.182,28.182,0.99,0.99,True,0.99
cord,receipt_005,receipt,real,tax_price,money,2.818,2.818,0.99,0.98,True,0.98
cord,receipt_005,receipt,real,total_price,money,31.000,31.000,0.99,0.99,True,0.99
cord,receipt_005,receipt,real,cash_price,money,31.000,31.000,0.99,0.99,True,0.99
cord,receipt_005,receipt,real,line_items[].name,text,TRAD KY TOAST CARTE,TRAD KY TOAST CARTE,0.97,0.95,True,0.95
cord,receipt_005,receipt,real,line_items[].price,money,28.182,28.182,0.99,0.98,True,0.98
cord,receipt_006,receipt,real,total_price,money,"46,000","46,000",0.98,0.98,True,0.98
cord,receipt_006,receipt,real,cash_price,money,"50,000","50,000",0.97,0.97,True,0.97
cord,receipt_006,receipt,real,change_price,money,"4,000","4,000",0.95,0.93,True,0.93
cord,receipt_006,receipt,real,line_items[].name,text,EGG TART,EGG TART,0.97,0.97,True,0.97
cord,receipt_006,receipt,real,line_items[].quantity,number,1,1,0.97,0.97,True,0.97
cord,receipt_006,receipt,real,line_items[].price,money,"13,000","13,000",0.97,0.97,True,0.97
cord,receipt_006,receipt,real,line_items[].name,text,CHOCO CUSTARD PASTRY,CHOCO CUS ARD PASTRY,0.72,0.7,False,0.7
cord,receipt_006,receipt,real,line_items[].quantity,number,2,2,0.97,0.97,True,0.97
cord,receipt_006,receipt,real,line_items[].price,money,"24,000","24,000",0.72,0.9,True,0.72
cord,receipt_006,receipt,real,line_items[].name,text,REDBEAN BREAD,REDBEAN BREAD,0.88,0.88,True,0.88
cord,receipt_006,receipt,real,line_items[].quantity,number,1,1,0.97,0.97,True,0.97
cord,receipt_006,receipt,real,line_items[].price,money,"9,000","9,000",0.97,0.97,True,0.97
cord,receipt_007,receipt,real,subtotal_price,money,"100,909","100,909",0.95,0.96,True,0.95
cord,receipt_007,receipt,real,tax_price,money,"10,091","10,091",0.94,0.95,True,0.94
cord,receipt_007,receipt,real,total_price,money,"111,000","111,000",0.96,0.97,True,0.96
cord,receipt_007,receipt,real,cash_price,money,"Rp.111,000","Rp. 111,000",0.95,0.96,True,0.95
cord,receipt_007,receipt,real,line_items[].name,text,Kupon 15,Kupon 15,0.96,0.96,True,0.96
cord,receipt_007,receipt,real,line_items[].price,money,"100,000","100,000",0.95,0.96,True,0.95
cord,receipt_007,receipt,real,line_items[].name,text,ADD CHICKEN BOX,ADD CHICKEN BOX,0.97,0.97,True,0.97
cord,receipt_007,receipt,real,line_items[].price,money,909,909,0.94,0.95,True,0.94
cord,receipt_008,receipt,real,subtotal_price,money,"45,455","45,455",0.99,0.99,True,0.99
cord,receipt_008,receipt,real,tax_price,money,"4,545","4,545",0.99,0.98,True,0.98
cord,receipt_008,receipt,real,total_price,money,"50,000","50,000",0.99,0.99,True,0.99
cord,receipt_008,receipt,real,credit_card_price,money,"50,000","50,000",0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].name,text,[REG] BLACK SAKURA,[REG] BLACK SAKURA,0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].quantity,number,1,1,0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].price,money,"45,455","45,455",0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].name,text,COOKIE DOH SAUCES,COOKIE DOH SAUCES,0.97,0.96,True,0.96
cord,receipt_008,receipt,real,line_items[].quantity,number,1,1,0.97,0.97,True,0.97
cord,receipt_008,receipt,real,line_items[].price,money,0,0,0.98,0.97,True,0.97
cord,receipt_008,receipt,real,line_items[].name,text,NATA DE COCO,NATA DE COCO,0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].quantity,number,1,1,0.99,0.99,True,0.99
cord,receipt_008,receipt,real,line_items[].price,money,0,0,0.98,0.97,True,0.97
cord,receipt_010,receipt,real,subtotal_price,money,"17,000","17,000",0.98,0.98,True,0.98
cord,receipt_010,receipt,real,total_price,money,"17,000","17,000",0.98,0.98,True,0.98
cord,receipt_010,receipt,real,cash_price,money,"20,000","20,000",0.98,0.98,True,0.98
cord,receipt_010,receipt,real,change_price,money,"3,000","3,000",0.98,0.98,True,0.98
cord,receipt_010,receipt,real,line_items[].name,text,CINNAMON SUGAR,CINNAMON SUGAR,0.98,0.98,True,0.98
cord,receipt_010,receipt,real,line_items[].quantity,number,1,1 x,0.97,0.97,True,0.97
cord,receipt_010,receipt,real,line_items[].unit_price,money,"17,000","17,000",0.97,0.97,True,0.97
cord,receipt_010,receipt,real,line_items[].price,money,"17,000","17,000",0.98,0.98,True,0.98
cord,receipt_011,receipt,real,total_price,money,"230,000","230,000",0.98,0.98,True,0.98
cord,receipt_011,receipt,real,cash_price,money,"230,000","230,000",0.98,0.98,True,0.98
cord,receipt_011,receipt,real,change_price,money,0,0,0.98,0.98,True,0.98
cord,receipt_011,receipt,real,line_items[].name,text,BANABERRY FRESH CREAM CAK,BANABERRY FRESH CREAM CAK,0.94,0.93,True,0.93
cord,receipt_011,receipt,real,line_items[].quantity,number,1,1,0.97,0.97,True,0.97
cord,receipt_011,receipt,real,line_items[].price,money,"230,000","230,000",0.97,0.96,True,0.96
cord,receipt_012,receipt,real,total_price,money,"120,000","120,000",0.97,0.97,True,0.97
cord,receipt_012,receipt,real,change_price,money,0,0,0.98,0.98,True,0.98
cord,receipt_012,receipt,real,credit_card_price,money,"120,000","120,000",0.97,0.96,True,0.96
cord,receipt_012,receipt,real,line_items[].name,text,0571-1854 BLUS WANITA,BLUS WANITA,0.95,0.95,False,0.95
cord,receipt_012,receipt,real,line_items[].quantity,number,1,1,0.97,0.96,True,0.96
cord,receipt_012,receipt,real,line_items[].unit_price,money,"120,000","@120,000",0.97,0.96,True,0.96
cord,receipt_012,receipt,real,line_items[].name,text,1002-0060 SHOPPING BAG,SHOPPING BAG,0.95,0.95,False,0.95
cord,receipt_012,receipt,real,line_items[].quantity,number,1,1,0.97,0.96,True,0.96
cord,receipt_012,receipt,real,line_items[].unit_price,money,880,@880,0.94,0.9,True,0.9
cord,receipt_013,receipt,real,tax_price,money,4.664,4.664,0.95,0.95,True,0.95
cord,receipt_013,receipt,real,total_price,money,51.300,51.300,0.96,0.96,True,0.96
cord,receipt_013,receipt,real,cash_price,money,52.000,52.000,0.96,0.96,True,0.96
cord,receipt_013,receipt,real,change_price,money,700,700,0.95,0.95,True,0.95
cord,receipt_013,receipt,real,line_items[].name,text,BASO KUAH,BASO KUAH,0.95,0.95,True,0.95
cord,receipt_013,receipt,real,line_items[].quantity,number,1,1,0.94,0.93,True,0.93
cord,receipt_013,receipt,real,line_items[].unit_price,money,43.636,43.636,0.94,0.92,True,0.92
cord,receipt_013,receipt,real,line_items[].price,money,43.636,43.636,0.94,0.92,True,0.92
cord,receipt_013,receipt,real,line_items[].name,text,A.MINERAL GELAS,A.MINERAL GELAS,0.94,0.94,True,0.94
cord,receipt_013,receipt,real,line_items[].quantity,number,1,1,0.94,0.93,True,0.93
cord,receipt_013,receipt,real,line_items[].unit_price,money,3.000,"3,000",0.96,0.96,False,0.96
cord,receipt_013,receipt,real,line_items[].price,money,3.000,"3,000",0.96,0.96,False,0.96
cord,receipt_014,receipt,real,subtotal_price,money,"238,000","238,000",0.995,0.995,True,0.995
cord,receipt_014,receipt,real,tax_price,money,"25,585","25,585",0.99,0.99,True,0.99
cord,receipt_014,receipt,real,service_price,money,"17,850","17,850",0.99,0.99,True,0.99
cord,receipt_014,receipt,real,total_price,money,"281,435","281,435",0.995,0.995,True,0.995
cord,receipt_014,receipt,real,cash_price,money,"200,000","200,000",0.995,0.995,True,0.995
cord,receipt_014,receipt,real,change_price,money,"18,565","18,565",0.99,0.99,True,0.99
cord,receipt_014,receipt,real,line_items[].name,text,RedVelvet Cheese Slc,RedVelvet Cheese Slc,0.7,0.7,True,0.7
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"38,000","38,000",0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].name,text,Chicken Baked Rice,Chicken Baked Rice,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"55,000","55,000",0.995,0.995,True,0.995
cord,receipt_014,receipt,real,line_items[].name,text,Fish n Chips,Fish n Chips,0.97,0.97,True,0.97
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"65,000","65,000",0.995,0.995,True,0.995
cord,receipt_014,receipt,real,line_items[].name,text,Mushroom Soup,Mushroom Soup,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"35,000","35,000",0.99,0.99,True,0.99
cord,receipt_014,receipt,real,line_items[].name,text,Chamomile,Chamomile,0.95,0.95,True,0.95
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"25,000","25,000",0.99,0.99,True,0.99
cord,receipt_014,receipt,real,line_items[].name,text,Iced Tea,Iced Tea,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].quantity,number,1,1,0.98,0.98,True,0.98
cord,receipt_014,receipt,real,line_items[].price,money,"20,000","20,000",0.99,0.99,True,0.99
cord,receipt_015,receipt,real,total_price,money,63.000,63.000,0.998,0.998,True,0.998
cord,receipt_015,receipt,real,cash_price,money,70.000,70.000,0.998,0.998,True,0.998
cord,receipt_015,receipt,real,change_price,money,7.000,7.000,0.998,0.998,True,0.998
cord,receipt_015,receipt,real,line_items[].name,text,Lemon Tea (L),Lemon Tea (L),0.995,0.995,True,0.995
cord,receipt_015,receipt,real,line_items[].quantity,number,1,1,0.995,0.995,True,0.995
cord,receipt_015,receipt,real,line_items[].price,money,25.000,25.000,0.995,0.995,True,0.995
cord,receipt_015,receipt,real,line_items[].name,text,Caramel Small,Caramel Small,0.995,0.995,True,0.995
cord,receipt_015,receipt,real,line_items[].quantity,number,1,1,0.995,0.995,True,0.995
cord,receipt_015,receipt,real,line_items[].price,money,38.000,38.000,0.995,0.995,True,0.995
cord,receipt_016,receipt,real,subtotal_price,money,"63,636","63,636",0.99,0.99,True,0.99
cord,receipt_016,receipt,real,tax_price,money,"6,364","6,364",0.99,0.99,True,0.99
